2016-02-06 15:29:27,48 days 7:30:32.149489,7942,VIP,3171,138.14860786397443,33,698.19000000000005,331.92,3229.4,704.63359225313377,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7943,Gold VIP North,3171,138.14860786397443,2,1272.6199999999999,1272.62,1272.62,0.0,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7945,Gold VIP East,3171,138.14860786397443,4,720.625,706.75,734.5,13.875,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7948,Box VIP East,3171,138.14860786397443,18,374.94,203.8,1222.5,317.21517346274595,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7950,Box VIP West,3171,138.14860786397443,15,299.63866666666667,222.1,460.0,81.590450149239615,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7951,Lower Center,3171,138.14860786397443,285,212.06080701754388,91.52,457.96,77.087889132558175,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7952,Lower End,3171,138.14860786397443,629,101.71537360890302,25.23,687.9,133.64223584786723,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7955,Loge,3171,138.14860786397443,26,115.82923076923079,57.4,203.8,56.323758072748483,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7956,Mezzanine Center,3171,138.14860786397443,529,83.574555765595463,13.48,1085.86,141.22764592119466,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7957,Mezzanine End,3171,138.14860786397443,524,83.616431297709923,11.04,687.9,177.73845063629105,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,87446,Acela Level Corner,3171,138.14860786397443,265,104.14392452830188,50.08,687.9,134.50984334597143,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7959,Suite Level II,3171,138.14860786397443,1,2100.04,2100.04,2100.04,0.0,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,7960,Suite Level III,3171,138.14860786397443,50,168.47200000000001,89.19,1834.03,652.78832851148331,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,87418,Lower Corner,3171,138.14860786397443,511,120.19123287671232,63.5,523.94,59.51005869700608,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,243667,Acela Club Select,3171,138.14860786397443,33,198.06727272727272,136.7,288.29,35.23193968979789,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,75829,Acela Level Sideline,3171,138.14860786397443,242,109.90904958677686,57.52,382.57,53.94103741244475,22,26,3 7,ZONE
2016-02-06 15:29:27,48 days 7:30:32.149489,348171,Suite 213,3171,138.14860786397443,1,2100.04,2100.04,2100.04,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,248846,Acela Club Ledge,3171,138.14860786397443,8,190.78666666666666,170.86,203.8,14.308657829750796,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,348234,Suite 306,3171,138.14860786397443,18,89.19,89.19,89.19,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,348244,Suite 331,3171,138.14860786397443,18,132.13,126.03,138.23,6.0999999999999943,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,348252,Suite 339,3171,138.14860786397443,1,1834.03,1834.03,1834.03,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,348264,Suite 366,3171,138.14860786397443,12,115.35,106.2,124.5,9.1499999999999986,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,348265,Suite 367,3171,138.14860786397443,1,1185.01,1185.01,1185.01,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,429735,Lower Corner 102,3171,138.14860786397443,68,119.61625,69.48,388.33,63.465927526278477,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,429736,Lower Corner 109,3171,138.14860786397443,130,117.29457142857142,63.5,254.36,44.980001101623387,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,429737,Lower Corner 119,3171,138.14860786397443,11,115.77166666666666,75.57,194.02,40.706071380350899,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49936,Acela Level Corner 203,3171,138.14860786397443,21,156.7275,52.74,687.9,201.5521211591433,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49939,Acela Level Corner 210,3171,138.14860786397443,16,208.22333333333333,53.74,687.9,221.40450474690485,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49940,Acela Level Corner 211,3171,138.14860786397443,25,78.21875,54.51,146.89,28.333529359003261,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49941,Acela Level Corner 212,3171,138.14860786397443,29,76.13777777777777,64.72,103.38,13.677160830927656,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49942,Acela Level Sideline 213,3171,138.14860786397443,41,94.96769230769232,59.84,185.5,32.60559346866404,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49943,Acela Level Sideline 217,3171,138.14860786397443,57,98.5829411764706,62.28,164.8,31.955348031590411,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49944,Acela Level Corner 218,3171,138.14860786397443,22,75.38125,53.34,124.27,19.788501988212751,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49945,Acela Level Corner 219,3171,138.14860786397443,32,141.27499999999998,50.08,687.9,183.39195179996312,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49946,Acela Level Corner 220,3171,138.14860786397443,37,142.30333333333334,55.13,687.9,194.49729949567705,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49947,Acela Level Corner 225,3171,138.14860786397443,12,80.3275,57.4,139.35,34.232811289025037,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49948,Acela Level Corner 226,3171,138.14860786397443,35,77.72500000000001,56.18,124.5,21.032641298705212,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49949,Acela Level Corner 227,3171,138.14860786397443,36,80.73727272727272,56.73,123.28,24.097560076756579,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49950,Acela Level Sideline 228,3171,138.14860786397443,45,112.29714285714284,57.52,184.28,38.910434962611141,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49951,Mezzanine End 407,3171,138.14860786397443,15,101.32000000000001,23.24,245.28,101.91686546723592,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49952,Mezzanine End 408,3171,138.14860786397443,36,187.9922222222222,17.03,687.9,222.12762771672894,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49953,Mezzanine End 409,3171,138.14860786397443,60,36.602999999999994,14.66,69.6,17.214748357150039,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49954,Mezzanine End 410,3171,138.14860786397443,4,240.4,240.4,240.4,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49956,Mezzanine End 425,3171,138.14860786397443,47,104.90272727272728,17.14,687.9,193.92948409577357,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49957,Mezzanine End 426,3171,138.14860786397443,47,92.93636363636364,18.3,687.9,188.49578188059505,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49958,Mezzanine End 427,3171,138.14860786397443,4,367.28,367.28,367.28,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49959,Mezzanine End 428,3171,138.14860786397443,14,46.044999999999995,12.26,124.5,45.630573358221135,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49960,Mezzanine End 429,3171,138.14860786397443,16,155.38799999999998,12.26,687.9,266.35391271013833,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49961,Mezzanine End 430,3171,138.14860786397443,34,105.96666666666667,20.8,687.9,205.87288899275256,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49962,Mezzanine End 431,3171,138.14860786397443,26,32.30285714285714,14.7,62.28,14.477258732514361,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49963,Mezzanine Center 432,3171,138.14860786397443,44,95.30333333333334,19.57,687.9,179.14723234132185,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49964,Mezzanine Center 433,3171,138.14860786397443,42,167.66111111111113,45.2,687.9,214.40944685056542,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49965,Mezzanine Center 400,3171,138.14860786397443,108,43.314814814814824,16.85,102.2,18.642553745420493,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49966,Mezzanine Center 401,3171,138.14860786397443,22,62.970000000000006,37.18,112.06,27.395440496549789,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49967,Mezzanine Center 402,3171,138.14860786397443,51,65.146875,17.14,371.25,80.583431975713069,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49968,Mezzanine End 403,3171,138.14860786397443,36,39.19222222222223,11.04,77.52,19.167703611241361,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49969,Mezzanine End 404,3171,138.14860786397443,22,109.875,12.26,382.57,135.77876070407083,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49970,Mezzanine End 405,3171,138.14860786397443,38,70.829,12.06,367.28,103.25500040675995,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49971,Mezzanine End 406,3171,138.14860786397443,14,28.050000000000004,26.89,29.34,0.87387069981777021,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49972,Mezzanine End 411,3171,138.14860786397443,39,121.67714285714284,18.36,687.9,231.2116315483832,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49973,Mezzanine End 412,3171,138.14860786397443,2,11.65,11.65,11.65,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49974,Mezzanine End 413,3171,138.14860786397443,37,107.76499999999999,25.68,687.9,182.01923893277507,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49975,Mezzanine End 414,3171,138.14860786397443,4,35.75,35.75,35.75,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49976,Mezzanine Center 415,3171,138.14860786397443,44,110.32818181818179,30.56,687.9,183.43713234775268,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49977,Mezzanine Center 416,3171,138.14860786397443,39,32.40555555555556,14.7,44.37,9.2250325035393779,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49978,Mezzanine Center 417,3171,138.14860786397443,97,80.03322580645161,13.48,1085.86,184.50506546743523,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49979,Mezzanine Center 418,3171,138.14860786397443,47,84.89642857142859,17.14,687.9,167.69903699387623,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49980,Mezzanine Center 419,3171,138.14860786397443,35,44.35454545454546,13.48,62.44,13.757495387563935,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49981,Mezzanine End 420,3171,138.14860786397443,2,26.9,26.9,26.9,0.0,22,26,3 7,SECTION
2016-02-06 15:29:27,48 days 7:30:32.149489,49982,Mezzanine End 421,3171,138.14860786397443,7,381.19,74.48,687.9,306.70999999999998,22,26,3 7,SECTION
